Date,Category,Payment_mode,Description,Amount,Cashback
2025-08-12,parking,mobile payments,Through language improve spend decide open.,83.15,9.76
2025-08-28,bills,digital wallets,He scientist night goal man writer owner somebody.,58.29,4.01
2025-08-11,emergency funds,wallet,Away page both meeting task finally investment model.,72.3,7.59
2025-08-16,parking,mobile payments,Others her cultural card lose east.,57.87,2.33
2025-08-09,medical,cash,Already successful next.,91.74,4.11
2025-08-14,care products,net banking,Every really idea man action kind series.,69.13,7.44
2025-08-05,transportation,debit card,Arm right success kind head I before sort.,11.4,4.72
2025-08-30,sports&fitness,credit card,Agency threat fall budget everyone room something.,88.18,9.85
2025-08-12,vegetables,mobile payments,Democrat be recent she successful red receive.,90.04,9.27
2025-08-15,fruits,cash,Out onto wife Republican.,41.36,5.96
2025-08-19,vegetables,cash,Wife include fund word.,84.15,4.33
2025-08-15,parking,debit card,Apply trial bit discuss.,64.31,3.56
2025-08-05,memberships,debit card,Market policy may current talk truth condition travel.,91.6,2.67
2025-08-01,sports&fitness,wallet,Upon husband long mind religious.,70.97,1.41
2025-08-14,fruits,cash,Catch old leader experience play language.,84.12,8.74
2025-08-04,investments,upi,Again consumer fly specific from Democrat room.,67.33,8.2
2025-08-17,parking,cash,Face run crime between seat.,94.2,2.05
2025-08-18,care products,credit card,Wear happen assume.,23.98,8.28
2025-08-26,sports&fitness,net banking,Kitchen artist forward network.,75.85,1.01
2025-08-06,fruits,digital wallets,Write pattern board and.,82.36,6.94
2025-08-15,travel,debit card,Set charge check forget.,64.49,1.22
2025-08-11,subscriptions,debit card,Avoid red point back.,32.17,2.64
2025-08-21,groceries,mobile payments,Story describe TV break deep.,30.4,8.4
2025-08-08,sports&fitness,net banking,This speech fly act.,95.73,3.91
2025-08-15,school fees,cash,Born generation grow power operation.,76.42,7.06
2025-08-14,vegetables,upi,Sell person actually wrong artist.,49.28,5.68
2025-08-24,investments,net banking,Several community player sport box amount.,80.62,7.92
2025-08-15,clothing,prepaid cards,Style force not us word.,15.65,9.28
2025-08-09,care products,wallet,Happy spring people ago western dog.,49.6,1.08
2025-08-20,investments,cash,Job partner mouth after talk activity read.,84.59,4.21
2025-08-11,parking,net banking,Road could time professional record challenge.,14.55,8.24
2025-08-01,parking,digital wallets,Forward member let.,91.46,5.96
2025-08-20,transportation,mobile payments,Own student food serious.,17.22,5.27
2025-08-20,emergency funds,prepaid cards,Operation appear nor off star because discuss.,11.94,7.58
2025-08-05,medical,digital wallets,Total laugh eye service show.,15.31,1.71
2025-08-25,bills,cash,Member away speech make huge.,43.97,4.58
2025-08-01,care products,net banking,Chance start station the hundred plant.,17.57,5.44
2025-08-29,vegetables,cash,Eight require memory commercial.,65.45,9.94
2025-08-23,transportation,digital wallets,Stand necessary when individual shake value me.,40.24,6.11
2025-08-18,subscriptions,debit card,Ground mention say.,60.62,6.62
2025-08-10,memberships,wallet,Order well by probably reason tonight people thought.,71.79,7.8
2025-08-15,gas,prepaid cards,Its box method good front.,92.4,5.9
2025-08-12,parking,mobile payments,Line happy share economic despite.,54.62,2.86
2025-08-08,sports&fitness,credit card,Town itself them start bag day guess.,64.61,5.82
2025-08-08,fruits,cash,Sport race well toward audience eight.,35.97,1.89
2025-08-26,vegetables,mobile payments,Yourself order early art under help use baby.,69.79,5.0
2025-08-13,investments,wallet,Paper thousand religious team could.,90.96,3.68
2025-08-08,travel,wallet,While believe past son meeting serious.,75.76,6.06
2025-08-01,groceries,debit card,Case lead fire strategy give.,29.87,7.38
2025-08-11,clothing,prepaid cards,Appear fire approach.,77.68,2.94
2025-08-12,travel,digital wallets,Way soldier small focus today appear carry will.,16.71,6.92
2025-08-30,home essential,upi,Authority deep production project friend sense chance.,54.46,3.1
2025-08-25,vegetables,upi,Store until media together card.,30.89,8.19
2025-08-16,bills,wallet,Trial experience police each.,80.5,2.07
2025-08-29,memberships,debit card,Rest political along mention.,91.51,2.48
2025-08-02,investments,digital wallets,Husband fish wonder true ground lay such.,22.55,3.41
2025-08-17,school fees,debit card,New network when next.,27.11,3.11
2025-08-10,transportation,debit card,Policy what second very daughter scene.,13.55,9.45
2025-08-05,emergency funds,wallet,Eat beyond whether.,31.34,2.43
2025-08-24,groceries,upi,Husband avoid pass safe bring nearly clearly add.,76.24,2.06
2025-08-12,subscriptions,debit card,Prevent goal usually party land.,53.01,4.43
2025-08-12,medical,upi,To light say.,80.14,1.67
2025-08-03,investments,prepaid cards,His live environmental of cold pay.,15.57,5.62
2025-08-03,vegetables,cash,Else second alone represent white.,82.24,1.38
2025-08-15,parking,cash,Word prove what push language push.,14.44,7.63
2025-08-05,memberships,cash,Miss night five material people.,29.76,7.78
2025-08-03,subscriptions,upi,Interest still among friend standard speak including activity.,90.24,9.85
2025-08-09,emergency funds,prepaid cards,Remain benefit try style.,57.31,4.24
2025-08-11,emergency funds,upi,Spring foreign nor maintain who station young.,98.36,2.84
2025-08-12,groceries,credit card,Red card somebody voice plan.,36.94,2.92
2025-08-16,investments,mobile payments,Truth product smile still police.,58.23,4.15
2025-08-01,school fees,digital wallets,Purpose school computer check spend mind night successful.,29.34,4.76
2025-08-02,parking,net banking,Seat a situation total travel high whom.,33.69,7.1
2025-08-09,parking,debit card,Tax child adult.,14.95,6.56
2025-08-19,clothing,debit card,Throughout culture whether director threat break name.,65.13,1.11
2025-08-12,sports&fitness,upi,Decade century whole tree billion eat.,80.62,2.42
2025-08-15,transportation,digital wallets,Deal red economy PM.,93.15,5.35
2025-08-09,home essential,net banking,Daughter president per beat put southern difference.,80.26,5.08
2025-08-03,subscriptions,mobile payments,Experience middle born voice how.,21.83,7.5
2025-08-21,travel,cash,Fast heart although outside but.,32.9,8.06
2025-08-09,fruits,mobile payments,Term total determine cause claim commercial.,66.46,1.37
2025-08-15,memberships,net banking,Court thousand brother international long.,10.61,4.31
2025-08-04,memberships,upi,Environment high research media.,47.71,8.81
2025-08-08,subscriptions,digital wallets,Physical cut yet hundred technology.,85.47,2.3
2025-08-07,subscriptions,cash,Scientist successful baby exactly.,95.08,7.94
2025-08-05,memberships,digital wallets,Keep phone defense career building represent.,66.98,4.12
2025-08-25,gas,cash,Each election glass between.,37.89,4.86
2025-08-30,sports&fitness,digital wallets,In east degree follow evening force.,38.33,1.75
2025-08-02,subscriptions,net banking,Pull information support eye.,17.74,2.76
2025-08-09,investments,debit card,Name song early west time.,54.38,8.42
2025-08-09,school fees,credit card,Time program these mother property find.,88.74,4.16
2025-08-10,medical,debit card,Item try across order near.,77.47,8.45
2025-08-23,transportation,digital wallets,Sing mission side while large during send.,60.83,7.9
2025-08-08,fruits,upi,Deep ago occur herself.,27.78,4.88
2025-08-07,fruits,mobile payments,Wide research collection option special baby.,16.11,8.7
2025-09-17,groceries,digital wallets,Form thought occur open father although.,56.39,8.28
2025-09-25,fruits,prepaid cards,After resource question just seem policy indicate.,63.89,1.55
2025-09-06,gas,mobile payments,Six trouble among who require every.,14.39,7.62
2025-09-01,investments,digital wallets,Strong those provide form region.,19.92,3.54
2025-09-19,travel,upi,Race market practice.,87.53,3.15
2025-09-28,vegetables,credit card,Gun crime throughout large themselves age day.,53.47,7.33
2025-09-10,school fees,digital wallets,Trade form chair.,38.29,3.23
2025-09-11,fruits,prepaid cards,Real public send matter away draw word.,12.84,6.31
2025-09-26,care products,wallet,Leave morning him fund write.,91.12,5.09
2025-09-27,travel,prepaid cards,Myself network road traditional dog whatever.,60.45,8.89
2025-09-17,fruits,digital wallets,Policy phone from under.,54.47,9.36
2025-09-07,home essential,digital wallets,Real nation than history young before act enough.,54.29,1.71
2025-09-29,groceries,cash,Office business employee ahead pass senior.,11.8,9.27
2025-09-08,groceries,credit card,Simply book police heavy growth.,56.43,8.66
2025-09-12,medical,net banking,Stuff save president yeah news.,32.05,7.13
2025-09-20,stationary,upi,Watch add especially wonder lead.,38.8,3.8
2025-09-22,transportation,wallet,Throughout customer give card operation deal cell.,71.97,1.27
2025-09-13,transportation,debit card,Prepare front job seat unit join recent.,65.27,6.69
2025-09-17,bills,debit card,Other challenge special as.,99.43,4.73
2025-09-21,stationary,prepaid cards,Language traditional pattern step lawyer produce.,94.7,7.11
2025-09-09,fruits,cash,Cut cup sense only language prove.,22.2,6.29
2025-09-25,fruits,debit card,Four Mrs sense watch body risk behind.,63.64,9.37
2025-09-04,memberships,cash,Note white fall else have.,73.83,9.17
2025-09-19,home essential,debit card,Save sound say boy mind always receive ground.,50.76,1.03
2025-09-24,vegetables,cash,Certain idea recently where moment.,40.57,3.62
2025-09-11,subscriptions,credit card,Eat yes city group around.,78.26,7.09
2025-09-06,sports&fitness,mobile payments,Admit history fine.,76.13,7.73
2025-09-26,stationary,cash,Might successful easy appear.,56.73,5.39
2025-09-29,subscriptions,wallet,Particular national experience.,69.45,6.2
2025-09-04,school fees,net banking,Officer history recognize.,90.12,7.65
2025-09-28,groceries,mobile payments,Hundred catch recognize.,74.78,5.91
2025-09-15,transportation,mobile payments,Night bar myself let mind attorney.,52.71,6.43
2025-09-01,bills,debit card,Point although why.,39.65,8.3
2025-09-13,care products,prepaid cards,Along executive difficult large bar.,59.37,7.15
2025-09-28,bills,upi,How wrong you film seven about something.,81.37,10.0
2025-09-06,school fees,credit card,Back lay character day.,16.53,7.27
2025-09-05,investments,wallet,Protect small man same final morning have.,21.07,3.72
2025-09-02,sports&fitness,cash,Personal know region gun sport city cell myself.,77.29,8.67
2025-09-07,investments,debit card,Fast step degree lot director student.,50.95,8.04
2025-09-09,vegetables,debit card,Southern begin particular successful painting mean single clear.,59.39,5.63
2025-09-28,clothing,mobile payments,System yeah heavy all effort address ten on.,33.12,9.86
2025-09-13,home essential,debit card,Ability half almost understand.,50.09,8.06
2025-09-22,bills,wallet,From act newspaper.,70.64,6.54
2025-09-27,school fees,upi,Event lawyer new us international.,56.7,8.3
2025-09-26,clothing,upi,Dog support subject trip lot.,86.25,8.22
2025-09-29,bills,digital wallets,Score better race.,66.96,9.66
2025-09-25,transportation,credit card,Daughter compare bed.,35.35,1.63
2025-09-11,bills,wallet,Anyone hold action cause receive.,78.33,2.87
2025-09-06,vegetables,mobile payments,But central ball beautiful line station born.,61.67,2.63
2025-09-16,bills,mobile payments,Very hour truth modern purpose baby tend.,28.87,9.42
2025-09-20,memberships,net banking,Itself any light natural without.,22.29,3.65
2025-09-12,clothing,debit card,Street piece total add visit.,88.76,5.62
2025-09-26,memberships,prepaid cards,Consider ten center street I candidate.,92.52,5.43
2025-09-07,fruits,digital wallets,Evidence north heart on.,13.36,5.56
2025-09-19,subscriptions,mobile payments,Painting story political conference.,14.47,9.17
2025-09-29,care products,digital wallets,Thank particular attention also else.,62.02,2.04
2025-09-13,home essential,credit card,Institution prepare manage big.,42.1,7.92
2025-09-12,bills,cash,Suddenly knowledge paper.,95.99,7.87
2025-09-22,medical,debit card,Food should pretty.,12.8,3.39
2025-09-22,clothing,wallet,Respond growth inside leader free human always network.,95.67,1.34
2025-09-06,subscriptions,credit card,Southern mind movement ten.,29.87,4.79
2025-09-05,school fees,cash,News upon recent detail administration section war.,77.42,5.85
2025-09-09,subscriptions,prepaid cards,Enough sort recognize check art give.,60.24,4.91
2025-09-21,memberships,net banking,We so security quality line player.,73.12,5.59
2025-09-25,fruits,prepaid cards,Easy source around.,14.09,2.42
2025-09-27,stationary,digital wallets,Common store answer conference.,76.86,1.01
2025-09-05,fruits,mobile payments,Establish consumer unit benefit.,90.53,6.55
2025-09-24,parking,net banking,Firm how thought short owner executive.,43.44,2.74
2025-09-01,vegetables,debit card,Receive early him find purpose add there.,10.83,9.29
2025-09-02,groceries,net banking,Student bad world.,37.72,5.89
2025-09-13,bills,wallet,Letter floor style church where.,72.58,2.94
2025-09-17,school fees,mobile payments,Ago strategy help health perhaps mean different.,22.14,4.66
2025-09-20,bills,prepaid cards,Five especially performance likely focus culture budget trade.,89.73,2.57
2025-09-22,school fees,prepaid cards,Different page billion.,98.12,7.3
2025-09-11,stationary,credit card,Without fine any study.,50.59,8.38
2025-09-18,subscriptions,prepaid cards,Would fear eight year continue especially anyone.,17.48,1.9
2025-09-07,vegetables,cash,Doctor available big his onto cause tend prevent.,25.46,3.95
2025-09-02,vegetables,cash,Development fill nearly of admit sport various.,44.39,5.38
2025-09-17,memberships,credit card,Collection consider people and almost.,63.93,1.81
2025-09-17,memberships,credit card,Ten behavior want else card.,15.99,7.74
2025-09-12,medical,upi,Relate offer enough have.,54.29,7.21
2025-09-27,transportation,digital wallets,Country song American report.,71.86,2.08
2025-09-19,sports&fitness,prepaid cards,Act feeling last study own.,35.42,7.92
2025-09-04,memberships,credit card,Year interest south fear their pass.,80.05,4.54
2025-09-03,investments,upi,Land require win human.,47.28,5.21
2025-09-21,memberships,wallet,Animal notice magazine kind card real.,76.61,7.0
2025-09-07,emergency funds,net banking,Trouble account class hold mission.,48.94,3.06
2025-09-03,memberships,debit card,Thank simply body Congress build.,37.33,5.03
2025-09-06,investments,cash,Give perhaps study air.,67.68,3.45
2025-09-16,medical,debit card,Stay ball pattern determine eight hard.,33.48,8.57
2025-09-21,fruits,cash,Respond it data miss dog everything.,30.95,2.2
2025-09-22,fruits,mobile payments,Choice affect like simply start rest author.,26.71,6.21
2025-09-08,sports&fitness,digital wallets,Indeed time have right.,42.47,2.25
2025-09-16,groceries,net banking,Around off whom each.,16.47,3.38
2025-09-15,gas,upi,Offer bag teach year newspaper take.,80.02,3.11
2025-09-17,care products,cash,Change garden environmental live seek pick watch.,31.35,2.22
2025-09-24,emergency funds,prepaid cards,Size second mouth follow responsibility compare art capital.,92.9,7.57
2025-09-19,gas,net banking,Street none report.,86.61,7.56
2025-09-05,parking,debit card,Of could high should eye must apply.,30.37,5.88
2025-09-06,memberships,prepaid cards,Fly later daughter.,37.95,3.9
2025-09-14,groceries,digital wallets,Size particularly hour little rest.,57.97,4.25
2025-09-07,medical,cash,Work believe forward.,30.11,7.86
2025-09-21,gas,upi,Require manage information for fast.,75.12,3.84
2025-09-27,transportation,prepaid cards,Any consumer ahead clear two.,93.54,5.91
2025-09-22,subscriptions,mobile payments,Century material already picture never lead.,65.86,3.0
2025-09-04,home essential,prepaid cards,South study sea truth section significant yet.,49.51,1.07
2025-09-22,stationary,prepaid cards,Reality benefit natural along effect clearly scientist camera.,42.04,2.11
2025-09-25,vegetables,net banking,Whether ready fear hot relationship.,10.74,1.05
2025-09-28,sports&fitness,prepaid cards,Military past reflect.,25.78,7.04
2025-09-27,groceries,net banking,Himself south build year anything more different.,91.34,3.08
2025-10-09,memberships,upi,Financial toward suffer western enter.,96.06,1.93
2025-10-26,fruits,wallet,Wind prepare sure week step reality treatment.,57.6,9.9
2025-10-10,school fees,digital wallets,Everything tough face early.,23.85,2.34
2025-10-17,clothing,prepaid cards,This policy very.,23.32,6.25
2025-10-16,groceries,mobile payments,Total throw others place deep democratic certainly.,52.85,4.45
2025-10-27,investments,mobile payments,Provide chair meeting name.,63.08,7.19
2025-10-11,investments,prepaid cards,Writer society bar generation she office.,31.51,9.36
2025-10-03,sports&fitness,cash,Place myself government research bill then result.,95.9,7.52
2025-10-11,groceries,wallet,Partner grow customer yet cell name.,11.49,3.47
2025-10-11,stationary,credit card,Usually own nor day according.,22.68,4.98
2025-10-17,clothing,mobile payments,Lead positive officer outside listen almost know.,72.08,6.03
2025-10-26,travel,net banking,Push three fly contain with successful everybody.,64.5,8.9
2025-10-28,home essential,wallet,Place operation yet seven cultural toward.,85.2,8.17
2025-10-13,stationary,debit card,Too wall drive such debate.,62.67,9.8
2025-10-29,fruits,mobile payments,Again still stuff wear.,26.33,3.07
2025-10-02,care products,wallet,Worker sing performance behind quite us.,33.18,1.44
2025-10-15,care products,digital wallets,Impact career every media.,79.58,9.24
2025-10-01,investments,credit card,Guy subject affect decide itself rest clear.,59.21,8.48
2025-10-20,stationary,credit card,Form dog room choice by off at.,97.93,4.77
2025-10-22,care products,debit card,Explain plan next operation record deal.,24.08,3.94
2025-10-20,investments,wallet,Religious practice every thought.,91.33,9.64
2025-10-07,sports&fitness,net banking,Significant food huge change protect.,99.71,3.61
2025-10-11,vegetables,credit card,Including page course three spend drop face.,69.93,2.06
2025-10-18,vegetables,net banking,Herself against field reflect fish.,95.35,3.03
2025-10-29,clothing,debit card,Yes then modern part memory yeah into.,49.01,2.15
2025-10-02,bills,mobile payments,Impact look base source owner charge.,86.04,2.01
2025-10-01,subscriptions,mobile payments,Discover form worker leg somebody.,19.12,9.44
2025-10-08,investments,cash,Difficult very likely data million wrong.,25.17,6.26
2025-10-16,home essential,mobile payments,Show suffer go successful receive.,89.81,7.64
2025-10-15,investments,debit card,Size her find miss lose collection.,76.48,7.71
2025-10-25,clothing,cash,Impact have ok price left president.,24.7,4.89
2025-10-15,sports&fitness,prepaid cards,Prove conference draw participant per minute hit popular.,99.11,9.18
2025-10-27,groceries,prepaid cards,Street attack once marriage however business store.,18.72,1.99
2025-10-03,school fees,digital wallets,Address high word.,20.28,6.49
2025-10-13,subscriptions,credit card,Everything in however finally direction term character rise.,43.69,5.64
2025-10-08,gas,prepaid cards,Population tax generation pressure where.,42.98,5.35
2025-10-11,travel,upi,Chance since model to.,87.26,4.2
2025-10-02,sports&fitness,net banking,Fast goal among quickly back list.,77.57,7.3
2025-10-10,fruits,digital wallets,Light role control sell.,42.74,4.61
2025-10-29,home essential,digital wallets,Thank lot player.,49.79,8.39
2025-10-08,sports&fitness,net banking,Economic school phone understand.,70.99,5.52
2025-10-08,school fees,cash,Necessary college few such purpose write.,93.19,2.42
2025-10-08,memberships,cash,Statement less federal full ask window material.,77.8,8.24
2025-10-19,groceries,cash,Relationship whose pass within summer.,19.65,1.3
2025-10-21,medical,upi,Trial city make without.,87.29,2.67
2025-10-15,emergency funds,upi,Call face upon hear build kid institution.,83.93,5.51
2025-10-02,travel,mobile payments,Head response act her PM.,77.32,2.18
2025-10-12,investments,cash,Than lawyer throw.,28.6,4.14
2025-10-10,subscriptions,upi,Decision central those learn others.,26.13,8.73
2025-10-22,transportation,debit card,To successful show opportunity no.,29.51,7.55
2025-10-08,fruits,cash,Tend safe radio impact camera.,22.38,5.74
2025-10-18,school fees,debit card,Mission everyone send partner head charge.,39.98,1.31
2025-10-13,emergency funds,credit card,Son system trip kitchen change visit.,68.02,5.61
2025-10-09,clothing,cash,Take act wear item.,30.9,8.71
2025-10-05,sports&fitness,prepaid cards,State family country society eight share.,41.77,4.57
2025-10-29,bills,cash,Evidence stay management program vote.,43.52,2.66
2025-10-13,parking,debit card,Call others majority serve.,46.83,7.54
2025-10-10,travel,digital wallets,Why hear order maintain time information.,98.26,2.92
2025-10-03,subscriptions,credit card,Thought yourself fear attack.,75.87,4.36
2025-10-26,parking,cash,Pattern movie still our among rise.,90.77,5.97
2025-10-20,fruits,net banking,Month main drive sound mission.,99.09,5.71
2025-10-16,stationary,cash,Full section hope although.,60.18,2.93
2025-10-16,school fees,net banking,Camera quite environment blue rise process.,76.37,7.03
2025-10-05,clothing,credit card,World form organization enjoy.,50.06,4.78
2025-10-10,emergency funds,debit card,Phone because important suddenly.,58.11,6.54
2025-10-06,investments,cash,Under step entire.,44.4,5.18
2025-10-13,home essential,upi,Wide agree network among visit mother enjoy.,61.88,2.23
2025-10-04,vegetables,credit card,History become money.,72.6,6.15
2025-10-18,transportation,mobile payments,Travel his though whether.,59.18,1.01
2025-10-14,medical,digital wallets,Become another amount course fact drive thus.,14.36,1.89
2025-10-01,travel,digital wallets,Reality after religious.,45.74,9.67
2025-10-17,investments,net banking,Federal weight southern movement knowledge radio.,53.2,6.47
2025-10-29,home essential,mobile payments,Today local occur reality theory.,77.33,5.32
2025-10-01,care products,cash,Certainly trial measure former factor administration.,39.15,9.94
2025-10-26,parking,debit card,Once enter brother eat week.,70.62,8.62
2025-10-06,subscriptions,wallet,Kitchen produce success yourself way small.,77.53,5.08
2025-10-10,stationary,debit card,Scene later during total break blood.,62.08,7.01
2025-10-21,home essential,debit card,Back whatever important visit half expect.,69.31,8.51
2025-10-10,vegetables,credit card,Unit very yeah peace machine.,51.07,9.84
2025-10-02,parking,mobile payments,Two picture institution.,18.03,2.59
2025-10-08,transportation,upi,Produce candidate doctor.,27.28,6.41
2025-10-06,subscriptions,mobile payments,Determine claim hit watch course ground seek score.,27.69,4.23
2025-10-27,medical,prepaid cards,Own others many.,87.57,2.0
2025-10-26,stationary,digital wallets,Only past fight specific too animal Republican.,28.76,8.4
2025-10-28,groceries,prepaid cards,Picture affect which room individual usually likely.,84.48,4.46
2025-10-15,vegetables,upi,Start American even Democrat.,91.12,6.01
2025-10-08,emergency funds,upi,Coach section wish PM.,84.39,6.38
2025-10-28,memberships,mobile payments,Respond approach never radio already series policy.,37.95,8.19
2025-10-26,stationary,prepaid cards,Art media yeah cause president paper impact activity.,56.52,4.09
2025-10-14,transportation,upi,Everyone live benefit today story college.,11.64,8.22
2025-10-10,subscriptions,credit card,Thus food after letter seven.,78.15,2.5
2025-10-10,emergency funds,digital wallets,Guess training movie final compare.,72.74,3.4
2025-10-03,emergency funds,mobile payments,Paper standard give statement.,58.49,1.71
2025-10-04,memberships,wallet,Cell low current people least each with.,38.46,3.66
2025-10-23,investments,mobile payments,American hotel individual which win.,41.31,4.01
2025-10-29,memberships,upi,Very son from discussion energy though.,99.69,6.12
2025-10-16,investments,net banking,Magazine court leader true would contain hair.,53.15,7.05
2025-10-04,gas,net banking,Hear fund hit purpose.,76.95,4.16
2025-10-24,school fees,credit card,Support green available.,82.06,1.18
2025-10-22,stationary,debit card,Hair community couple instead choose personal staff.,16.68,1.75
2025-10-21,gas,net banking,Personal hit inside nor grow.,11.68,9.62
2025-10-16,sports&fitness,net banking,Picture policy subject bit public religious ready.,79.44,1.17
2025-10-11,groceries,net banking,Mother science scientist of enough among story center.,86.2,4.69
2025-10-21,clothing,debit card,Mrs rate different item drive activity.,67.34,1.53
2025-10-06,clothing,credit card,Free day sense fall front alone third speak.,90.56,7.95
2025-10-10,investments,debit card,Those I keep color social.,56.95,7.12
2025-10-16,memberships,mobile payments,Almost both check this Mrs.,88.42,2.22
2025-10-12,parking,credit card,Community decide by plant something whose.,93.79,8.36
2025-10-11,school fees,digital wallets,Traditional case buy ahead stand.,82.49,6.61
2025-10-15,care products,mobile payments,Head always together phone natural role reason.,27.46,3.55
2025-11-26,care products,cash,Risk top next shoulder none main single.,50.2,6.82
2025-11-23,fruits,mobile payments,History attack outside finally couple wide pay.,40.97,1.97
2025-11-07,school fees,upi,What guy product value.,37.52,1.35
2025-11-27,sports&fitness,debit card,Before turn head about organization yeah.,63.52,6.37
2025-11-28,home essential,net banking,Power between check agree image wear will.,68.62,3.97
2025-11-06,stationary,net banking,Ago school only blood trial inside.,13.18,5.92
2025-11-03,groceries,digital wallets,Likely call newspaper deal common of better.,44.05,3.15
2025-11-28,parking,prepaid cards,Long teacher career political war economic keep smile.,19.54,7.87
2025-11-13,travel,credit card,Pretty beat since key.,54.72,2.65
2025-11-07,gas,wallet,Church play detail should look.,95.3,6.45
2025-11-14,bills,digital wallets,Choice time that speak until trial.,63.02,7.72
2025-11-21,emergency funds,credit card,Well station mind give experience follow.,67.08,3.41
2025-11-11,investments,prepaid cards,Decide player personal camera pick.,96.48,2.46
2025-11-08,parking,digital wallets,Range yet friend smile generation detail.,86.89,9.7
2025-11-20,sports&fitness,wallet,Boy pretty born only fine.,57.43,8.91
2025-11-25,bills,cash,Word system you yourself.,83.35,7.89
2025-11-18,care products,net banking,Learn drop investment couple several.,64.96,1.27
2025-11-29,care products,wallet,Recognize policy go.,66.88,9.23
2025-11-10,memberships,cash,Local trial benefit.,61.14,5.19
2025-11-27,investments,upi,Take loss thought party.,70.1,7.63
2025-11-16,medical,digital wallets,Friend large home leg modern.,37.51,2.22
2025-11-24,care products,wallet,Blood catch term Democrat head ability.,30.29,8.57
2025-11-20,gas,upi,Modern since throw girl simply.,42.23,5.2
2025-11-23,groceries,net banking,Seem along score treat foreign sign.,20.7,2.84
2025-11-06,travel,mobile payments,Necessary who ball property figure.,61.64,2.9
2025-11-29,stationary,upi,Young foot personal agreement strategy control administration.,39.41,3.52
2025-11-23,medical,net banking,Strategy laugh similar well first than.,36.77,9.63
2025-11-09,travel,digital wallets,Sort campaign direction white loss allow.,87.52,4.77
2025-11-03,investments,net banking,Cup final eight us west.,16.82,7.0
2025-11-22,emergency funds,wallet,Book class simply anything commercial make.,53.8,2.17
2025-11-25,clothing,prepaid cards,Include political live.,29.65,2.32
2025-11-04,stationary,digital wallets,Third board hair perhaps.,56.67,3.33
2025-11-25,fruits,upi,Area weight sort treat reveal account key.,38.8,3.23
2025-11-26,groceries,mobile payments,Theory owner for hair ten history sport.,11.06,8.28
2025-11-05,groceries,prepaid cards,Hour customer hear difficult first.,24.08,7.4
2025-11-17,bills,prepaid cards,Successful do change they necessary industry improve bill.,28.72,1.12
2025-11-02,travel,net banking,Movie outside office.,62.69,2.44
2025-11-09,vegetables,debit card,Be reduce site specific.,53.46,9.28
2025-11-27,home essential,prepaid cards,Home animal join feeling culture idea ability defense.,87.56,6.05
2025-11-22,investments,credit card,Young section situation ahead camera eye.,88.39,3.95
2025-11-01,bills,credit card,Sit meet make likely cold mission.,93.91,2.34
2025-11-04,gas,net banking,Character fact sing finally.,67.15,6.31
2025-11-09,investments,upi,Those commercial opportunity future by hit.,39.25,5.25
2025-11-22,sports&fitness,upi,Figure point special.,26.16,9.83
2025-11-20,memberships,digital wallets,Factor chance explain trial.,61.91,9.12
2025-11-23,groceries,digital wallets,Finally know former color.,16.51,3.11
2025-11-12,medical,upi,I fall need share cold interesting.,58.73,3.95
2025-11-15,emergency funds,credit card,Film name across record space.,53.66,6.87
2025-11-25,clothing,mobile payments,Wide something fish capital their.,62.46,4.09
2025-11-09,medical,net banking,Item back animal itself others democratic.,35.35,6.59
2025-11-02,sports&fitness,digital wallets,Campaign week necessary military likely.,98.53,5.5
2025-11-04,fruits,digital wallets,Along these between safe oil.,10.12,2.56
2025-11-07,groceries,mobile payments,Represent cold have news class drop.,81.78,7.88
2025-11-03,fruits,prepaid cards,Vote way must.,88.36,4.75
2025-11-03,gas,debit card,Technology message quite finally.,86.78,5.04
2025-11-23,gas,mobile payments,Reality development account else stay image run.,36.9,7.06
2025-11-02,emergency funds,wallet,Apply wait clearly once I second its.,68.14,9.38
2025-11-23,subscriptions,net banking,New forward about music.,98.26,5.85
2025-11-28,transportation,mobile payments,Table course tax get wear.,85.44,2.01
2025-11-27,care products,net banking,Choose take everything.,48.5,4.64
2025-11-05,memberships,net banking,System back accept physical.,33.01,8.24
2025-11-04,sports&fitness,digital wallets,Strategy effect win everybody process.,51.68,2.83
2025-11-15,parking,wallet,Where once loss.,69.8,8.74
2025-11-14,gas,wallet,Statement strategy imagine value force health.,43.16,8.27
2025-11-15,care products,wallet,Water then step participant under require.,40.64,6.4
2025-11-27,care products,upi,Truth personal want last.,34.13,3.29
2025-11-29,vegetables,digital wallets,Early other commercial.,52.09,7.56
2025-11-24,care products,wallet,Administration call reality.,86.19,1.61
2025-11-06,care products,digital wallets,Action white open both receive expect specific.,34.78,9.57
2025-11-02,fruits,mobile payments,Sing include office PM question tree.,51.69,7.23
2025-11-18,travel,debit card,Both fly page.,93.78,3.95
2025-11-17,investments,upi,Budget institution performance risk arrive think.,25.69,2.0
2025-11-23,vegetables,wallet,Kitchen indicate voice increase let wide.,87.84,4.81
2025-11-03,medical,mobile payments,Drop fund tree hour.,82.81,8.63
2025-11-11,vegetables,digital wallets,Strategy sister rate unit agent.,84.66,9.03
2025-11-08,clothing,digital wallets,Lay tell government.,55.82,6.61
2025-11-29,bills,credit card,Ask care culture production.,48.39,2.7
2025-11-26,memberships,wallet,Ok ten finally within.,90.58,2.94
2025-11-16,medical,cash,Police family include can side ok information.,50.72,5.53
